"","miRNA_ID","logFC","logCPM","F","PValue","FDR","hip_Control_1.x","hip_Control_2.x","hip_Control_3.x","hip_PPCE_1.x","hip_PPCE_2.x","hip_PPCE_3.x","hip_Control_1.y","hip_Control_2.y","hip_Control_3.y","hip_PPCE_1.y","hip_PPCE_2.y","hip_PPCE_3.y"
"242","rno-miR-3595",0.744475454018368,2.25933491529397,2.64991784162139,0.277888480478766,1,14,8,19,17,20,38,2.05945952840082,1.2832550424507,2.81232997108187,2.12273195393421,2.59471742772691,5.85383342293695
"243","novel_459",0.741735762263681,1.12002040292397,0.771015386472502,0.653462970700327,1,1,0,1,0,1,4,0.14710425202863,0,0.148017366899046,0,0.129735871386346,0.6161929918881
"244","rno-miR-3561-3p",0.736181799030034,1.02970934260401,1.408467734326,0.556353429223792,1,0,0,0,2,0,0,0,0,0,0.249733171051084,0,0
"245","rno-miR-122b",0.722257558702773,2.17559217125207,1.54823369098864,0.314411360591527,1,20,12,5,39,6,25,2.94208504057261,1.92488256367605,0.740086834495228,4.86979683549614,0.778415228318074,3.85120619930063
"246","rno-miR-6318",0.720585578463238,1.20230191197007,0.929119272431894,0.638195452046649,1,2,0,2,5,1,3,0.294208504057261,0,0.296034733798091,0.62433292762771,0.129735871386346,0.462144743916075
"247","rno-miR-3552",0.71376840238642,1.65953117717545,1.42554622531316,0.476043534872609,1,12,3,2,18,6,9,1.76525102434356,0.481220640919012,0.296034733798091,2.24759853945976,0.778415228318074,1.38643423174823
"248","rno-miR-155-5p",0.712777140527618,1.8075923909666,2.22376736440714,0.428577675879425,1,12,6,4,10,14,17,1.76525102434356,0.962441281838023,0.592069467596182,1.24866585525542,1.81630219940884,2.61882021552443
"249","rno-miR-378b",0.708138401628072,1.11742916873485,0.680319303331339,0.668535738563559,1,0,0,2,0,2,3,0,0,0.296034733798091,0,0.259471742772691,0.462144743916075
"250","novel_259",0.705628970141357,1.15898653379474,0.614097241043289,0.659357240294717,1,3,0,0,0,5,2,0.441312756085891,0,0,0,0.648679356931728,0.30809649594405
"251","rno-miR-200c-3p",0.702539634470193,2.16559871217349,3.79375007508209,0.330144837679427,1,15,10,12,20,23,25,2.20656378042945,1.60406880306337,1.77620840278855,2.49733171051084,2.98392504188595,3.85120619930063
"252","rno-miR-450a-3p",0.691141434230414,1.27807534021918,0.866865257505463,0.624378821805985,1,1,0,5,3,4,5,0.14710425202863,0,0.740086834495228,0.374599756576626,0.518943485545383,0.770241239860125
"253","rno-miR-154-3p",0.673324791547556,2.55513604303812,3.43060063453957,0.251562657313182,1,20,25,13,26,36,42,2.94208504057261,4.01017200765843,1.92422576968759,3.24653122366409,4.67049136990844,6.47002641482505
"254","rno-miR-3084a-5p",0.663600762482218,1.5480504462663,0.859420763542677,0.543458721843396,1,0,11,2,12,7,7,0,1.76447568336971,0.296034733798091,1.4983990263065,0.908151099704419,1.07833773580418
"255","rno-miR-3084b-5p",0.663600762482218,1.5480504462663,0.859420763542677,0.543458721843396,1,0,11,2,12,7,7,0,1.76447568336971,0.296034733798091,1.4983990263065,0.908151099704419,1.07833773580418
"256","rno-miR-665",0.635618590481372,2.48635664828095,2.83698255007151,0.294892381034346,1,20,21,14,22,31,42,2.94208504057261,3.36854448643308,2.07224313658664,2.74706488156192,4.02181201297671,6.47002641482505
"257","rno-let-7f-1-3p",0.624300702642301,1.69784759129348,1.72273517375084,0.519860809294814,1,6,4,9,16,13,6,0.882625512171782,0.641627521225349,1.33215630209141,1.99786536840867,1.68656632802249,0.924289487832151
"258","rno-miR-224-5p",0.600858794073676,1.69617946654749,1.62326705521143,0.535837816953985,1,8,6,5,12,7,14,1.17683401622904,0.962441281838023,0.740086834495228,1.4983990263065,0.908151099704419,2.15667547160835
"259","rno-miR-504",0.598281573978054,1.62916072975976,1.36362205229371,0.557873301032487,1,10,2,5,12,10,8,1.4710425202863,0.320813760612674,0.740086834495228,1.4983990263065,1.29735871386346,1.2323859837762
"260","rno-miR-743b-3p",0.594775909633635,1.34295058992103,1.12884204648015,0.6511962892852,1,3,2,3,6,5,4,0.441312756085891,0.320813760612674,0.444052100697137,0.749199513153252,0.648679356931728,0.6161929918881
"261","rno-miR-1306-3p",0.586452088397414,1.34458576573487,1.08542706417846,0.655150384841683,1,3,3,2,5,6,4,0.441312756085891,0.481220640919012,0.296034733798091,0.62433292762771,0.778415228318074,0.6161929918881
"262","rno-miR-489-3p",0.576544711977582,1.06474846890776,0.568231105055563,0.724523830937016,1,1,0,0,2,0,1,0.14710425202863,0,0,0.249733171051084,0,0.154048247972025
"263","rno-miR-96-5p",0.568186654446603,1.89239597075485,0.805818037726099,0.502150087746333,1,7,6,14,10,5,28,1.02972976420041,0.962441281838023,2.07224313658664,1.24866585525542,0.648679356931728,4.3133509432167
"264","novel_334",0.564299300396567,1.25982309163155,0.465466207387241,0.693993294609207,1,6,0,0,3,5,3,0.882625512171782,0,0,0.374599756576626,0.648679356931728,0.462144743916075
"265","rno-miR-376a-3p",0.562655264813499,2.56050135941244,2.62531371633735,0.334822111929086,1,20,17,25,22,43,37,2.94208504057261,2.72691696520773,3.70043417247614,2.74706488156192,5.57864246961286,5.69978517496493
"266","rno-miR-107-5p",0.553062050200482,1.26189741942683,0.421615947383688,0.699068562942169,1,4,1,1,0,2,8,0.588417008114521,0.160406880306337,0.148017366899046,0,0.259471742772691,1.2323859837762
"267","rno-miR-483-5p",0.547658266111659,1.22775890904237,0.514382038068247,0.712185240107626,1,2,2,1,0,4,5,0.294208504057261,0.320813760612674,0.148017366899046,0,0.518943485545383,0.770241239860125
"268","novel_2",0.5411035262494,2.48903332196732,2.06358116097255,0.370373587069759,1,12,15,31,35,41,21,1.76525102434356,2.40610320459506,4.58853837387041,4.37033049339397,5.31917072684017,3.23501320741253
"269","rno-miR-466c-5p",0.529771853431425,1.50062881547895,1.07432494220246,0.639891624891312,1,6,4,3,8,6,8,0.882625512171782,0.641627521225349,0.444052100697137,0.998932684204336,0.778415228318074,1.2323859837762
"270","rno-miR-874-5p",0.521521742240069,1.64673710600115,0.783083476954327,0.603751259413081,1,8,5,5,12,2,15,1.17683401622904,0.802034401531686,0.740086834495228,1.4983990263065,0.259471742772691,2.31072371958038
"271","rno-miR-1188-5p",0.511461169051175,2.20972483462755,1.27362759936165,0.464463313327384,1,26,7,10,16,28,24,3.82471055274439,1.12284816214436,1.48017366899046,1.99786536840867,3.63260439881768,3.6971579513286
"272","rno-miR-1193-5p",0.505802433034132,1.3654074715904,0.504700246807951,0.693452498507628,1,6,3,0,6,8,2,0.882625512171782,0.481220640919012,0,0.749199513153252,1.03788697109077,0.30809649594405
"273","rno-miR-1247-3p",0.496386527732274,1.01839676197032,0.946066070273131,0.644064482379776,1,0,0,0,0,0,1,0,0,0,0,0,0.154048247972025
"274","rno-miR-6316",0.496386527732274,1.01839676197032,0.946066070273131,0.644064482379776,1,0,0,0,0,0,1,0,0,0,0,0,0.154048247972025
"275","rno-miR-448-5p",0.496252585245003,1.668226753233,1.25757945028387,0.615413549795745,1,7,5,7,13,8,10,1.02972976420041,0.802034401531686,1.03612156829332,1.62326561183205,1.03788697109077,1.54048247972025
"276","rno-miR-3072",0.492149749945172,3.01991838305552,2.50120125881635,0.295357243898098,1,33,32,35,49,39,67,4.8544403169448,5.13302016980279,5.1806078414666,6.11846269075156,5.05969898406748,10.3212326141257
"277","rno-miR-505-5p",0.490343767273113,1.32355643409276,0.490850132242942,0.714062975714733,1,6,1,1,8,4,2,0.882625512171782,0.160406880306337,0.148017366899046,0.998932684204336,0.518943485545383,0.30809649594405
"278","rno-miR-1949",0.482977774134468,1.49085624208002,0.510594280381654,0.671983409465901,1,9,4,0,11,7,4,1.32393826825767,0.641627521225349,0,1.37353244078096,0.908151099704419,0.6161929918881
"279","rno-miR-871-3p",0.474018820950767,1.45369610409624,0.665430156325876,0.687626422090697,1,7,2,3,4,7,8,1.02972976420041,0.320813760612674,0.444052100697137,0.499466342102168,0.908151099704419,1.2323859837762
"280","rno-miR-20b-3p",0.465819191360195,1.13709114602784,0.296806021718316,0.774532161785329,1,2,0,1,5,1,0,0.294208504057261,0,0.148017366899046,0.62433292762771,0.129735871386346,0
"281","rno-miR-298-5p",0.458437011233756,3.12240770578107,2.44930686821326,0.307533748408949,1,52,29,31,78,48,48,7.64942110548878,4.65179952888378,4.58853837387041,9.73959367099227,6.22732182654459,7.3943159026572
"282","rno-miR-1912-3p",0.435639280053147,1.54917612915207,0.511374789399523,0.687735838349432,1,1,7,7,13,9,3,0.14710425202863,1.12284816214436,1.03612156829332,1.62326561183205,1.16762284247711,0.462144743916075
"283","rno-miR-324-3p",0.429058468505011,2.98249938363017,2.73512843441853,0.368743108331529,1,29,33,37,58,55,39,4.26602330883028,5.29342705010913,5.47664257526469,7.24226196048143,7.13547292624901,6.00788167090898
"284","novel_472",0.428530173758887,1.01550763420482,0.815261777284471,0.671566037078191,1,0,0,0,0,1,0,0,0,0,0,0.129735871386346,0
"285","rno-miR-15a-3p",0.428530173758887,1.01550763420482,0.815261777284471,0.671566037078191,1,0,0,0,0,1,0,0,0,0,0,0.129735871386346,0
"286","rno-miR-201-3p",0.428530173758887,1.01550763420482,0.815261777284471,0.671566037078191,1,0,0,0,0,1,0,0,0,0,0,0.129735871386346,0
"287","rno-miR-3593-5p",0.428530173758887,1.01550763420482,0.815261777284471,0.671566037078191,1,0,0,0,0,1,0,0,0,0,0,0.129735871386346,0
"288","rno-miR-449c-5p",0.428530173758887,1.01550763420482,0.815261777284471,0.671566037078191,1,0,0,0,0,1,0,0,0,0,0,0.129735871386346,0
"289","rno-miR-497-3p",0.428530173758887,1.01550763420482,0.815261777284471,0.671566037078191,1,0,0,0,0,1,0,0,0,0,0,0.129735871386346,0
"290","rno-miR-742-5p",0.428530173758887,1.01550763420482,0.815261777284471,0.671566037078191,1,0,0,0,0,1,0,0,0,0,0,0.129735871386346,0
"291","rno-miR-362-3p",0.418167153240415,1.71062102665539,0.853103379962967,0.661592410992898,1,6,9,6,9,10,13,0.882625512171782,1.44366192275703,0.888104201394273,1.12379926972988,1.29735871386346,2.00262722363633
"292","rno-miR-381-5p",0.417200491338739,1.24540505396385,0.434942259995883,0.773901368594718,1,2,1,3,4,4,2,0.294208504057261,0.160406880306337,0.444052100697137,0.499466342102168,0.518943485545383,0.30809649594405
"293","rno-miR-103-1-5p",0.414547677763491,1.01492824037708,0.788340461881424,0.677434356730287,1,0,0,0,1,0,0,0,0,0,0.124866585525542,0,0
"294","rno-miR-122-3p",0.414547677763491,1.01492824037708,0.788340461881424,0.677434356730287,1,0,0,0,1,0,0,0,0,0,0.124866585525542,0,0
"295","rno-miR-207",0.414547677763491,1.01492824037708,0.788340461881424,0.677434356730287,1,0,0,0,1,0,0,0,0,0,0.124866585525542,0,0
"296","rno-miR-3550",0.414547677763491,1.01492824037708,0.788340461881424,0.677434356730287,1,0,0,0,1,0,0,0,0,0,0.124866585525542,0,0
"297","rno-miR-3561-5p",0.414547677763491,1.01492824037708,0.788340461881424,0.677434356730287,1,0,0,0,1,0,0,0,0,0,0.124866585525542,0,0
"298","rno-miR-5132-3p",0.414547677763491,1.01492824037708,0.788340461881424,0.677434356730287,1,0,0,0,1,0,0,0,0,0,0.124866585525542,0,0
"299","rno-miR-880-3p",0.414547677763491,1.01492824037708,0.788340461881424,0.677434356730287,1,0,0,0,1,0,0,0,0,0,0.124866585525542,0,0
"300","rno-miR-126b",0.411405814728898,2.03377999738345,0.935472475131713,0.594002911146739,1,16,14,5,19,22,13,2.35366803245809,2.24569632428872,0.740086834495228,2.3724651249853,2.8541891704996,2.00262722363633
"301","rno-miR-223-5p",0.40641477132553,1.56040661313319,0.400658208093736,0.704892733305205,1,10,3,3,5,4,14,1.4710425202863,0.481220640919012,0.444052100697137,0.62433292762771,0.518943485545383,2.15667547160835
"302","rno-miR-328a-5p",0.405488552015973,1.09424181792811,0.226415699732623,0.8076247561587,1,0,0,2,1,3,0,0,0,0.296034733798091,0.124866585525542,0.389207614159037,0
"303","rno-miR-511-3p",0.405370172411312,1.17282056502779,0.280443096674405,0.796307652993659,1,0,1,3,2,4,1,0,0.160406880306337,0.444052100697137,0.249733171051084,0.518943485545383,0.154048247972025
"304","rno-miR-92b-5p",0.399641825266851,2.45982675238758,1.55105841044456,0.512829650436979,1,15,23,21,29,29,30,2.20656378042945,3.68935824704576,3.10836470487996,3.62113098024072,3.76234027020402,4.62144743916075
"305","rno-miR-540-5p",0.398104796517253,2.66104047479042,1.617264993858,0.47165752565509,1,26,29,18,41,45,25,3.82471055274439,4.65179952888378,2.66431260418282,5.11953000654722,5.83811421238555,3.85120619930063
"306","rno-miR-410-5p",0.395570519656654,1.61325339934925,0.636448436438422,0.700412918203698,1,9,3,6,7,12,8,1.32393826825767,0.481220640919012,0.888104201394273,0.874066098678794,1.55683045663615,1.2323859837762
"307","rno-miR-673-5p",0.388978164320854,2.07732196744363,0.831436402373129,0.604829282696284,1,22,9,7,20,18,18,3.23629354462987,1.44366192275703,1.03612156829332,2.49733171051084,2.33524568495422,2.77286846349645
"308","rno-miR-1193-3p",0.387135586579322,3.47006770312319,2.82562180822413,0.31752363063204,1,50,41,65,76,81,71,7.35521260143152,6.57668209255982,9.62112884843796,9.48986049994119,10.508605582294,10.9374256060138
"309","rno-miR-483-3p",0.385979350347029,1.35350310287383,0.217087219380192,0.765681458102356,1,0,5,4,0,9,5,0,0.802034401531686,0.592069467596182,0,1.16762284247711,0.770241239860125
"310","rno-miR-153-5p",0.382195983388294,1.60873449439516,0.5049449024327,0.710984210628927,1,5,2,11,12,8,7,0.735521260143152,0.320813760612674,1.6281910358895,1.4983990263065,1.03788697109077,1.07833773580418
"311","rno-miR-741-3p",0.380485208304686,2.36262831326141,1.00519588204905,0.553245409758589,1,14,13,27,37,28,16,2.05945952840082,2.08528944398238,3.99646890627423,4.62006366444505,3.63260439881768,2.4647719675524
"312","novel_264",0.372485176411968,1.5025616502102,0.469646855289014,0.740836684387553,1,4,5,5,10,3,8,0.588417008114521,0.802034401531686,0.740086834495228,1.24866585525542,0.389207614159037,1.2323859837762
"313","rno-miR-15b-3p",0.370940796736882,2.14977883001827,1.09247567734427,0.606691052113398,1,14,10,18,21,20,20,2.05945952840082,1.60406880306337,2.66431260418282,2.62219829603638,2.59471742772691,3.0809649594405
"314","rno-miR-223-3p",0.365133282173781,1.84480098469687,0.490130296033056,0.674324511347518,1,7,11,9,8,8,22,1.02972976420041,1.76447568336971,1.33215630209141,0.998932684204336,1.03788697109077,3.38906145538455
"315","rno-miR-6325",0.359297925003923,1.46310229999416,0.35958168826008,0.757967335128533,1,7,2,4,9,9,2,1.02972976420041,0.320813760612674,0.592069467596182,1.12379926972988,1.16762284247711,0.30809649594405
"316","rno-miR-141-3p",0.349909938109551,1.13062953030086,0.187711423652244,0.830322662968309,1,2,1,0,3,0,2,0.294208504057261,0.160406880306337,0,0.374599756576626,0,0.30809649594405
"317","rno-miR-296-3p",0.33578317495421,1.68642628390015,0.588318587023221,0.729448278610374,1,8,7,6,14,10,7,1.17683401622904,1.12284816214436,0.888104201394273,1.74813219735759,1.29735871386346,1.07833773580418
"318","rno-miR-471-5p",0.332647365708885,1.05099517132207,0.207484953038093,0.835083637738697,1,0,0,1,0,1,1,0,0,0.148017366899046,0,0.129735871386346,0.154048247972025
"319","rno-miR-339-3p",0.326569178561333,4.12727325705245,2.65694956390822,0.273103225501377,1,83,89,99,138,153,95,12.2096529183763,14.276212347264,14.6537193230055,17.2315888025248,19.8495883221109,14.6345835573424
"320","novel_398",0.32446758578971,1.05032381945658,0.198511589041927,0.838801258271298,1,1,0,0,1,0,1,0.14710425202863,0,0,0.124866585525542,0,0.154048247972025
"321","rno-miR-433-5p",0.321670182544075,4.12108884803929,2.3949936754847,0.281462834189165,1,106,69,97,147,143,94,15.5930507150348,11.0680747411373,14.3576845892074,18.3553880722547,18.5522296082474,14.4805353093704
"322","rno-miR-543-5p",0.318018189952188,2.50060134292195,1.00762650981997,0.594386647352485,1,19,22,23,25,31,33,2.79498078854398,3.52895136673942,3.40439943867805,3.12166463813855,4.02181201297671,5.08359218307683
"323","rno-miR-3544",0.305683743471035,3.71499778644561,2.1858647094028,0.382606386385336,1,75,59,63,109,91,75,11.0328189021473,9.46400593807389,9.32509411463987,13.6104578222841,11.8059642961575,11.5536185979019
"324","rno-miR-192-3p",0.298863574037008,1.05243229132235,0.164161481929632,0.852326788818057,1,0,1,0,0,1,1,0,0.160406880306337,0,0,0.129735871386346,0.154048247972025
"325","rno-miR-421-5p",0.292127956086453,1.26414995742575,0.184431382090941,0.837018275957989,1,3,1,3,1,6,3,0.441312756085891,0.160406880306337,0.444052100697137,0.124866585525542,0.778415228318074,0.462144743916075
"326","rno-miR-6319",0.29168538549519,2.61638445203829,0.496399930799419,0.604961324398022,1,36,15,23,35,54,15,5.29575307303069,2.40610320459506,3.40439943867805,4.37033049339397,7.00573705486266,2.31072371958038
"327","rno-miR-25-5p",0.290674227167254,1.76657076486461,0.276057524205474,0.750853980354957,1,5,16,3,12,9,13,0.735521260143152,2.56651008490139,0.444052100697137,1.4983990263065,1.16762284247711,2.00262722363633
"328","rno-miR-152-5p",0.282099579080207,2.42987813775725,0.735530404124848,0.648369100717709,1,20,22,18,37,21,25,2.94208504057261,3.52895136673942,2.66431260418282,4.62006366444505,2.72445329911326,3.85120619930063
"329","rno-miR-133a-5p",0.278124002830334,1.0855272322215,0.12721070714628,0.867386560696023,1,1,0,1,0,1,2,0.14710425202863,0,0.148017366899046,0,0.129735871386346,0.30809649594405
"330","rno-miR-1839-3p",0.276333237928077,3.75648588466782,1.54987089765332,0.422053977806201,1,64,62,80,120,97,67,9.41467212983234,9.94522657899291,11.8413893519236,14.983990263065,12.5843795244755,10.3212326141257
"331","rno-miR-3583-3p",0.272625836413575,1.30264411142266,0.156019946429021,0.841392915703801,1,1,4,3,1,4,6,0.14710425202863,0.641627521225349,0.444052100697137,0.124866585525542,0.518943485545383,0.924289487832151
"332","rno-miR-193b-3p",0.272271040141428,4.7110370908554,2.2803147963583,0.254229047284693,1,160,129,145,215,174,195,23.5366803245808,20.6924875595175,21.4625182003616,26.8463158879915,22.5740416212241,30.0394083545449
"333","rno-miR-3560",0.270504846546184,2.8539619995408,0.617791335975068,0.591583053796121,1,43,13,39,42,47,38,6.3254828372311,2.08528944398238,5.77267730906278,5.24439659207276,6.09758595515824,5.85383342293695
"334","rno-miR-501-3p",0.270504846546184,2.8539619995408,0.617791335975068,0.591583053796121,1,43,13,39,42,47,38,6.3254828372311,2.08528944398238,5.77267730906278,5.24439659207276,6.09758595515824,5.85383342293695
"335","rno-miR-494-5p",0.269456689036242,1.08497528620472,0.1193809906772,0.871475464818901,1,1,0,1,1,0,2,0.14710425202863,0,0.148017366899046,0.124866585525542,0,0.30809649594405
"336","rno-miR-216b-3p",0.269456689036242,1.08497528620472,0.1193809906772,0.871475464818901,1,1,0,1,1,0,2,0.14710425202863,0,0.148017366899046,0.124866585525542,0,0.30809649594405
"337","rno-miR-130a-5p",0.267931193849701,1.69345939509258,0.392602266393411,0.78121724774177,1,7,6,9,11,9,10,1.02972976420041,0.962441281838023,1.33215630209141,1.37353244078096,1.16762284247711,1.54048247972025
"338","rno-miR-377-5p",0.267379038644929,1.74344586380358,0.279172066675116,0.773785872907708,1,4,7,13,16,13,5,0.588417008114521,1.12284816214436,1.92422576968759,1.99786536840867,1.68656632802249,0.770241239860125
"339","novel_492",0.267293824273954,1.04760422496676,0.137839861522458,0.865954196508719,1,0,0,1,1,1,0,0,0,0.148017366899046,0.124866585525542,0.129735871386346,0
"340","rno-miR-181a-2-3p",0.265848348915824,2.77666098142955,0.828582177151174,0.610824228580513,1,33,27,27,38,53,28,4.8544403169448,4.3309857682711,3.99646890627423,4.74493024997059,6.87600118347632,4.3133509432167
"341","rno-miR-216b-5p",0.263076522322397,1.42548243331909,0.182314048989802,0.827202799111726,1,2,5,5,3,4,9,0.294208504057261,0.802034401531686,0.740086834495228,0.374599756576626,0.518943485545383,1.38643423174823
"342","rno-miR-298-3p",0.262782057305482,1.5658797020238,0.287298287008161,0.805196890091002,1,6,6,5,5,9,9,0.882625512171782,0.962441281838023,0.740086834495228,0.62433292762771,1.16762284247711,1.38643423174823
"343","rno-miR-135b-3p",0.261183853886496,1.39018239090469,0.175855580854514,0.834022662062483,1,5,3,3,7,8,1,0.735521260143152,0.481220640919012,0.444052100697137,0.874066098678794,1.03788697109077,0.154048247972025
"344","rno-miR-144-3p",0.261163026812252,1.6007451324649,0.250525652866021,0.800940813757496,1,4,10,4,10,6,9,0.588417008114521,1.60406880306337,0.592069467596182,1.24866585525542,0.778415228318074,1.38643423174823
"345","rno-miR-19b-1-5p",0.256094733876587,1.04703757875534,0.112412174032141,0.871306854396713,1,0,0,1,2,0,0,0,0,0.148017366899046,0.249733171051084,0,0
"346","rno-miR-200a-3p",0.242276059561927,3.15085143645981,0.220069991911668,0.651396393609932,1,24,68,30,83,24,58,3.53050204868713,10.9076678608309,4.44052100697137,10.36392659862,3.11366091327229,8.93479838237745
"347","novel_295",0.241680725103875,2.35089525836769,0.393724306675829,0.707482076984093,1,21,18,17,29,37,11,3.08918929260124,2.88732384551407,2.51629523728377,3.62113098024072,4.80022724129479,1.69453072769228
"348","rno-miR-203b-3p",0.241481250516223,1.29290377436277,0.140791539576694,0.860688880625148,1,3,2,3,6,1,4,0.441312756085891,0.320813760612674,0.444052100697137,0.749199513153252,0.129735871386346,0.6161929918881
"349","rno-miR-130a-3p",0.236702155648696,4.36405955797894,1.62823815144545,0.383848867792021,1,113,112,112,183,135,130,16.6227804792352,17.9655705943098,16.5779450926931,22.8505851511742,17.5143426371567,20.0262722363633
"350","rno-miR-3590-5p",0.236702155648696,4.36405955797894,1.62823815144545,0.383848867792021,1,113,112,112,183,135,130,16.6227804792352,17.9655705943098,16.5779450926931,22.8505851511742,17.5143426371567,20.0262722363633
"351","rno-miR-547-3p",0.235525182744118,1.42097639509367,0.157298612665684,0.84564842909147,1,2,5,5,10,4,3,0.294208504057261,0.802034401531686,0.740086834495228,1.24866585525542,0.518943485545383,0.462144743916075
"352","novel_320",0.228364447220149,1.15298585551454,0.05869114062977,0.886436641898525,1,4,0,0,5,1,0,0.588417008114521,0,0,0.62433292762771,0.129735871386346,0
"353","rno-miR-671",0.226656813199255,4.45199512966022,1.42207128346418,0.388589340870819,1,143,108,112,187,175,119,21.0359080400941,17.3239430730844,16.5779450926931,23.3500514932764,22.7037774926105,18.331741508671
"354","rno-miR-3064-5p",0.225591343008622,1.83794480316704,0.243843415940286,0.795602055356159,1,5,15,8,15,12,11,0.735521260143152,2.40610320459506,1.18413893519236,1.87299878288313,1.55683045663615,1.69453072769228
"355","novel_433",0.223419289148044,1.08232028595384,0.0826758124838407,0.893245949647672,1,0,0,2,1,1,1,0,0,0.296034733798091,0.124866585525542,0.129735871386346,0.154048247972025
"356","rno-miR-344a-5p",0.223419289148044,1.08232028595384,0.0826758124838407,0.893245949647672,1,0,0,2,1,1,1,0,0,0.296034733798091,0.124866585525542,0.129735871386346,0.154048247972025
"357","rno-miR-202-5p",0.221517804187976,1.37987415222484,0.0909081118747225,0.860272552695449,1,1,1,9,9,3,3,0.14710425202863,0.160406880306337,1.33215630209141,1.12379926972988,0.389207614159037,0.462144743916075
"358","rno-miR-331-3p",0.22150298363069,3.3875498574204,0.850324780944342,0.579324102935694,1,54,54,46,59,83,60,7.94362960954604,8.66197153654221,6.80879887735609,7.36712854600698,10.7680773250667,9.24289487832151
"359","rno-miR-3590-3p",0.217181959547116,1.68196119059115,0.257543278756532,0.82325310000731,1,7,6,9,11,9,9,1.02972976420041,0.962441281838023,1.33215630209141,1.37353244078096,1.16762284247711,1.38643423174823
"360","novel_189",0.21621041732745,2.22952417048285,0.339843126010494,0.753074848288514,1,17,16,16,26,29,11,2.50077228448672,2.56651008490139,2.36827787038473,3.24653122366409,3.76234027020402,1.69453072769228
"361","rno-miR-188-5p",0.212671763693232,1.47570717196824,0.13077247697166,0.85332032651966,1,4,6,4,2,7,9,0.588417008114521,0.962441281838023,0.592069467596182,0.249733171051084,0.908151099704419,1.38643423174823
"362","rno-miR-487b-3p",0.205462999803572,8.06223816254273,0.947789138823698,0.351367669257839,1,1648,1411,1826,1807,1754,2593,242.427807343183,226.334108112242,270.279711957657,225.633920044654,227.55671841165,399.447106991461
"363","rno-miR-370-3p",0.200419351851929,9.38714352647597,1.17128496383319,0.30247112033227,1,5419,2785,4185,5531,4985,5225,797.157941743148,446.733161653149,619.452680472506,690.637084541773,646.733318860933,804.902095653831
"364","novel_482",0.193554711438674,1.28650769206066,0.0791945381203852,0.888835260356573,1,5,2,1,4,6,1,0.735521260143152,0.320813760612674,0.148017366899046,0.499466342102168,0.778415228318074,0.154048247972025
"365","rno-miR-128-1-5p",0.192306023440475,3.48692890906785,0.72509548412453,0.615910235985105,1,49,64,56,73,80,65,7.20810834940289,10.2660403396056,8.28897254634655,9.11526074336456,10.3788697109077,10.0131361181816
"366","rno-miR-15b-5p",0.191923345644775,3.62655787837905,0.461610093513404,0.596156210338789,1,64,72,54,61,122,63,9.41467212983234,11.5492953820563,7.99293781254846,7.61686171705806,15.8277763091342,9.70503962223758
"367","rno-miR-542-3p",0.189816156972638,6.16203317395756,0.945028190593106,0.3491014313244,1,446,398,443,419,719,500,65.6084964047691,63.8419383619222,65.5716935362772,52.3190993352021,93.2800915267825,77.0241239860126
"368","rno-miR-30d-3p",0.188416211479087,4.18077978252097,0.830261157663391,0.517747260760245,1,107,97,94,166,105,112,15.7401549670634,15.5594673897147,13.9136324885103,20.72785319724,13.6222664955663,17.2534037728668
"369","rno-miR-1843b-3p",0.183072977239611,2.55237591456195,0.372386742176693,0.752649159132367,1,22,28,21,31,31,29,3.23629354462987,4.49139264857744,3.10836470487996,3.8708641512918,4.02181201297671,4.46739919118873
"370","rno-miR-344b-5p",0.180091845530812,3.33862047836456,0.552551448055605,0.658607503043308,1,63,41,47,60,73,58,9.26756787780371,6.57668209255982,6.95681624425514,7.49199513153252,9.47071861120323,8.93479838237745
"371","rno-miR-544-3p",0.179922611504652,1.07945256565746,0.0548121764788662,0.913875788562391,1,1,0,1,1,2,0,0.14710425202863,0,0.148017366899046,0.124866585525542,0.259471742772691,0
"372","novel_168",0.17888381102688,3.91112092881197,0.597107470655967,0.580118386418668,1,95,76,71,111,133,68,13.9749039427199,12.1909229032816,10.5092330498322,13.8601909933352,17.254870894384,10.4752808620977
"373","rno-miR-770-5p",0.177243131732753,3.38919897405999,0.556602094950667,0.656942855606278,1,59,53,45,77,57,65,8.67915086968919,8.50156465623587,6.66078151045705,9.61472708546673,7.3949446690217,10.0131361181816
"374","rno-miR-874-3p",0.175511735865596,5.46083558469457,0.901118708342828,0.360089939771356,1,227,291,259,419,334,248,33.3926652104991,46.6784021691441,38.3364980268528,52.3190993352021,43.3317810430394,38.2039654970622
"375","rno-miR-133b-3p",0.174605107956087,1.7211182899549,0.156844215079654,0.85329558358828,1,8,7,9,7,11,12,1.17683401622904,1.12284816214436,1.33215630209141,0.874066098678794,1.4270945852498,1.8485789756643
"376","rno-miR-380-3p",0.17231537719168,6.80190834897247,1.10172010556014,0.313334786512819,1,818,618,605,949,768,846,120.33127815942,99.1314520293164,89.5505069739226,118.498389663739,99.6371492247134,130.324817784333
"377","rno-miR-7578",0.170822478547534,1.4254033113678,0.044274635297394,0.887175084135549,1,12,0,1,4,6,6,1.76525102434356,0,0.148017366899046,0.499466342102168,0.778415228318074,0.924289487832151
"378","rno-miR-455-3p",0.167472301065058,4.48149771106894,0.852805817816774,0.519227599186268,1,144,107,129,164,156,155,21.1830122921228,17.1635361927781,19.0942403299769,20.4781200261889,20.2387959362699,23.8774784356639
